instancia,valorOtimo,sem_tempo_total,sem_sol_nmpa,sem_sol_mmosp,sem_densidade,sem_tempo_seq,sem_gap,p1_tempo_total,p1_sol_nmpa,p1_sol_mmosp,p1_densidade,p1_tempo_seq,p1_gap,p2_tempo_total,p2_sol_nmpa,p2_sol_mmosp,p2_densidade,p2_tempo_seq,p2_gap,p3_tempo_total,p3_sol_nmpa,p3_sol_mmosp,p3_densidade,p3_tempo_seq,p3_gap
"Frinhani, Carvalho & Soma\Random-800-800-4-2",364.0,0.366,398,398.654,0.021,0.366,9.34%,0.881,400,400.645,0.021,0.612,9.89%,0.731,398,398.653,0.021,0.604,9.34%,0.701,398,398.653,0.021,0.566,9.34%
"Frinhani, Carvalho & Soma\Random-800-800-4-3",364.0,0.414,431,431.637,0.022,0.414,18.41%,0.832,428,428.627,0.022,0.563,17.58%,0.698,428,428.627,0.022,0.574,17.58%,0.682,428,428.627,0.022,0.553,17.58%
"Frinhani, Carvalho & Soma\Random-800-800-4-4",364.0,0.368,409,409.639,0.020,0.368,12.36%,0.927,402,402.646,0.020,0.648,10.44%,0.722,409,409.639,0.020,0.599,12.36%,0.707,409,409.639,0.020,0.582,12.36%
"Frinhani, Carvalho & Soma\Random-800-800-4-5",364.0,0.471,441,441.618,0.022,0.471,21.15%,0.838,431,431.631,0.022,0.575,18.41%,0.798,418,418.637,0.022,0.614,14.84%,0.729,418,418.637,0.022,0.577,14.84%
"Frinhani, Carvalho & Soma\Random-800-800-4-6",364.0,0.347,411,411.643,0.021,0.347,12.91%,0.850,427,427.628,0.021,0.592,17.31%,0.808,411,411.643,0.021,0.668,12.91%,0.716,411,411.643,0.021,0.579,12.91%
"Frinhani, Carvalho & Soma\Random-800-800-4-7",364.0,0.345,413,413.642,0.020,0.345,13.46%,0.842,410,410.629,0.020,0.568,12.64%,0.745,392,392.655,0.020,0.599,7.69%,0.696,392,392.655,0.020,0.556,7.69%
"Frinhani, Carvalho & Soma\Random-800-800-4-8",364.0,0.370,433,433.625,0.023,0.370,18.96%,0.892,430,430.627,0.023,0.609,18.13%,0.788,433,433.625,0.023,0.662,18.96%,0.761,433,433.625,0.023,0.607,18.96%
"Frinhani, Carvalho & Soma\Random-800-800-4-9",364.0,0.344,410,410.640,0.021,0.344,12.64%,0.830,410,410.640,0.021,0.565,12.64%,0.699,410,410.640,0.021,0.574,12.64%,0.707,410,410.640,0.021,0.572,12.64%
"Frinhani, Carvalho & Soma\Random-800-800-40-1",789.9,1.984,800,800.930,0.863,1.984,1.28%,6.596,800,800.930,0.863,5.495,1.28%,5.728,800,800.930,0.863,5.535,1.28%,5.775,800,800.930,0.863,5.600,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-10",789.9,2.041,800,800.931,0.866,2.041,1.28%,6.971,800,800.932,0.866,5.802,1.28%,5.954,800,800.932,0.866,5.758,1.28%,5.893,800,800.932,0.866,5.721,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-2",789.9,2.032,800,800.932,0.864,2.032,1.28%,7.745,800,800.932,0.864,5.656,1.28%,5.944,800,800.932,0.864,5.745,1.28%,5.933,800,800.932,0.864,5.753,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-3",789.9,2.321,800,800.932,0.867,2.321,1.28%,7.032,800,800.932,0.867,5.830,1.28%,5.840,800,800.932,0.867,5.648,1.28%,6.192,800,800.932,0.867,6.023,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-4",789.9,2.097,800,800.932,0.867,2.097,1.28%,6.832,800,800.934,0.867,5.663,1.28%,5.862,800,800.934,0.867,5.668,1.28%,6.104,800,800.934,0.867,5.926,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-5",789.9,2.043,800,800.933,0.866,2.043,1.28%,6.931,800,800.933,0.866,5.749,1.28%,6.034,800,800.933,0.866,5.767,1.28%,5.819,800,800.933,0.866,5.654,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-6",789.9,2.053,800,800.935,0.868,2.053,1.28%,6.915,800,800.935,0.868,5.695,1.28%,5.990,800,800.935,0.868,5.789,1.28%,5.949,800,800.935,0.868,5.727,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-7",789.9,2.056,800,800.929,0.860,2.056,1.28%,6.983,800,800.928,0.860,5.787,1.28%,5.879,800,800.928,0.860,5.607,1.28%,5.781,800,800.928,0.860,5.613,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-8",789.9,2.045,800,800.931,0.868,2.045,1.28%,7.101,800,800.931,0.868,5.919,1.28%,5.970,800,800.931,0.868,5.761,1.28%,6.014,800,800.931,0.868,5.831,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-40-9",789.9,2.036,800,800.930,0.866,2.036,1.28%,6.952,800,800.930,0.866,5.774,1.28%,5.859,800,800.930,0.866,5.652,1.28%,5.839,800,800.930,0.866,5.668,1.28%
"Frinhani, Carvalho & Soma\Random-800-800-44-1",792.1,2.181,800,800.938,0.910,2.181,1.00%,7.356,800,800.938,0.910,6.034,1.00%,6.342,800,800.938,0.910,6.143,1.00%,6.128,800,800.938,0.910,5.963,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-10",792.1,2.387,800,800.939,0.915,2.387,1.00%,7.586,800,800.939,0.915,6.121,1.00%,6.765,800,800.939,0.915,6.564,1.00%,6.301,800,800.939,0.915,6.131,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-2",792.1,2.250,800,800.939,0.910,2.250,1.00%,7.389,800,800.939,0.910,6.042,1.00%,6.199,800,800.939,0.910,5.988,1.00%,6.243,800,800.939,0.910,6.074,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-3",792.1,2.236,800,800.941,0.913,2.236,1.00%,7.488,800,800.941,0.913,6.154,1.00%,5.886,800,800.941,0.913,5.703,1.00%,5.928,800,800.941,0.913,5.773,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-4",792.1,2.218,800,800.940,0.913,2.218,1.00%,7.019,800,800.940,0.913,5.617,1.00%,5.889,800,800.940,0.913,5.698,1.00%,5.897,800,800.940,0.913,5.737,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-5",792.1,2.165,800,800.941,0.912,2.165,1.00%,7.016,800,800.941,0.912,5.722,1.00%,5.686,800,800.941,0.912,5.502,1.00%,5.866,800,800.941,0.912,5.711,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-6",792.1,2.266,800,800.940,0.911,2.266,1.00%,6.782,800,800.939,0.911,5.591,1.00%,5.844,800,800.939,0.911,5.666,1.00%,6.177,800,800.939,0.911,5.984,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-7",792.1,2.121,800,800.937,0.908,2.121,1.00%,7.033,800,800.937,0.908,5.754,1.00%,5.974,800,800.937,0.908,5.793,1.00%,5.907,800,800.937,0.908,5.743,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-8",792.1,2.053,800,800.938,0.910,2.053,1.00%,7.072,800,800.938,0.910,5.878,1.00%,6.032,800,800.938,0.910,5.824,1.00%,5.980,800,800.938,0.910,5.825,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-44-9",792.1,2.024,800,800.939,0.910,2.024,1.00%,7.412,800,800.939,0.910,6.064,1.00%,6.013,800,800.939,0.910,5.767,1.00%,5.990,800,800.939,0.910,5.823,1.00%
"Frinhani, Carvalho & Soma\Random-800-800-48-1",793.11,2.431,800,800.946,0.946,2.431,0.87%,7.999,800,800.946,0.946,6.129,0.87%,6.368,800,800.946,0.946,6.173,0.87%,6.220,800,800.946,0.946,6.073,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-10",793.11,2.337,800,800.943,0.944,2.337,0.87%,7.971,800,800.943,0.944,6.288,0.87%,6.413,800,800.943,0.944,6.240,0.87%,6.877,800,800.943,0.944,6.719,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-2",793.11,2.438,800,800.944,0.944,2.438,0.87%,8.030,800,800.944,0.944,6.194,0.87%,6.435,800,800.944,0.944,6.261,0.87%,6.584,800,800.944,0.944,6.339,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-3",793.11,2.545,800,800.945,0.944,2.545,0.87%,8.372,800,800.945,0.944,6.438,0.87%,6.628,800,800.945,0.944,6.365,0.87%,6.207,800,800.945,0.944,6.056,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-4",793.11,2.594,800,800.945,0.944,2.594,0.87%,7.806,800,800.945,0.944,6.035,0.87%,6.088,800,800.945,0.944,5.917,0.87%,6.423,800,800.945,0.944,6.220,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-5",793.11,2.660,800,800.943,0.946,2.660,0.87%,8.073,800,800.943,0.946,6.213,0.87%,6.173,800,800.943,0.946,5.991,0.87%,6.393,800,800.943,0.946,6.231,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-6",793.11,2.504,800,800.944,0.947,2.504,0.87%,7.909,800,800.944,0.947,6.034,0.87%,6.460,800,800.944,0.947,6.237,0.87%,6.369,800,800.944,0.947,6.202,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-7",793.11,2.273,800,800.945,0.942,2.273,0.87%,7.652,800,800.945,0.942,6.066,0.87%,6.029,800,800.945,0.942,5.835,0.87%,6.241,800,800.945,0.942,6.086,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-8",793.11,2.295,800,800.947,0.941,2.295,0.87%,7.480,800,800.947,0.941,5.851,0.87%,5.924,800,800.947,0.941,5.738,0.87%,6.164,800,800.947,0.941,6.012,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-48-9",793.11,2.358,800,800.944,0.943,2.358,0.87%,7.549,800,800.944,0.943,5.900,0.87%,6.123,800,800.944,0.943,5.944,0.87%,6.542,800,800.944,0.943,6.396,0.87%
"Frinhani, Carvalho & Soma\Random-800-800-50-1",794.18,2.437,800,800.948,0.954,2.437,0.73%,8.253,800,800.948,0.954,6.353,0.73%,6.483,800,800.948,0.954,6.313,0.73%,6.464,800,800.948,0.954,6.314,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-10",794.18,2.456,800,800.947,0.958,2.456,0.73%,8.520,800,800.947,0.958,6.728,0.73%,6.579,800,800.947,0.958,6.323,0.73%,6.732,800,800.947,0.958,6.539,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-2",794.18,2.846,800,800.948,0.958,2.846,0.73%,8.314,800,800.948,0.958,6.407,0.73%,6.644,800,800.948,0.958,6.440,0.73%,6.604,800,800.948,0.958,6.447,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-3",794.18,2.448,800,800.946,0.957,2.448,0.73%,8.047,800,800.946,0.957,6.205,0.73%,6.502,800,800.946,0.957,6.308,0.73%,6.313,800,800.946,0.957,6.151,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-4",794.18,2.484,800,800.948,0.955,2.484,0.73%,8.156,800,800.948,0.955,6.425,0.73%,6.650,800,800.948,0.955,6.464,0.73%,6.437,800,800.948,0.955,6.285,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-5",794.18,2.522,800,800.947,0.955,2.522,0.73%,8.058,800,800.947,0.955,6.188,0.73%,6.313,800,800.947,0.955,6.139,0.73%,6.521,800,800.947,0.955,6.346,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-6",794.18,2.482,800,800.949,0.956,2.482,0.73%,8.000,800,800.949,0.956,6.189,0.73%,6.496,800,800.949,0.956,6.327,0.73%,6.278,800,800.949,0.956,6.127,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-7",794.18,2.564,800,800.947,0.958,2.564,0.73%,8.060,800,800.947,0.958,6.248,0.73%,6.439,800,800.947,0.958,6.232,0.73%,6.567,800,800.947,0.958,6.419,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-8",794.18,2.524,800,800.946,0.956,2.524,0.73%,8.401,800,800.946,0.956,6.477,0.73%,6.650,800,800.946,0.956,6.464,0.73%,6.402,800,800.946,0.956,6.242,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-50-9",794.18,2.583,800,800.948,0.957,2.583,0.73%,8.075,800,800.948,0.957,6.259,0.73%,6.360,800,800.948,0.957,6.183,0.73%,6.778,800,800.948,0.957,6.592,0.73%
"Frinhani, Carvalho & Soma\Random-800-800-6-1",506.3,0.443,602,602.635,0.044,0.443,18.90%,1.127,602,602.636,0.044,0.831,18.90%,0.971,602,602.635,0.044,0.821,18.90%,0.842,602,602.635,0.044,0.718,18.90%
"Frinhani, Carvalho & Soma\Random-800-800-6-10",506.3,0.430,604,604.642,0.043,0.430,19.30%,1.014,604,604.643,0.043,0.722,19.30%,0.941,604,604.642,0.043,0.794,19.30%,0.882,604,604.642,0.043,0.726,19.30%
"Frinhani, Carvalho & Soma\Random-800-800-6-2",506.3,0.511,599,599.623,0.043,0.511,18.31%,1.061,599,599.624,0.043,0.735,18.31%,0.899,599,599.623,0.043,0.767,18.31%,0.907,599,599.623,0.043,0.769,18.31%
"Frinhani, Carvalho & Soma\Random-800-800-6-3",506.3,0.482,601,601.635,0.044,0.482,18.70%,1.105,601,601.635,0.044,0.809,18.70%,0.968,601,601.635,0.044,0.781,18.70%,0.910,601,601.635,0.044,0.770,18.70%
"Frinhani, Carvalho & Soma\Random-800-800-6-4",506.3,0.449,588,588.640,0.043,0.449,16.14%,1.078,588,588.643,0.043,0.779,16.14%,0.898,588,588.640,0.043,0.743,16.14%,0.943,588,588.640,0.043,0.798,16.14%
"Frinhani, Carvalho & Soma\Random-800-800-6-5",506.3,0.511,589,589.647,0.044,0.511,16.33%,1.053,589,589.647,0.044,0.753,16.33%,0.898,589,589.647,0.044,0.761,16.33%,0.897,589,589.647,0.044,0.766,16.33%
"Frinhani, Carvalho & Soma\Random-800-800-6-6",506.3,0.490,596,596.642,0.045,0.490,17.72%,1.125,596,596.642,0.045,0.805,17.72%,0.863,596,596.642,0.045,0.740,17.72%,0.950,596,596.642,0.045,0.826,17.72%
"Frinhani, Carvalho & Soma\Random-800-800-6-7",506.3,0.470,588,588.654,0.046,0.470,16.14%,1.110,592,592.643,0.046,0.770,16.93%,0.945,588,588.654,0.046,0.808,16.14%,0.911,588,588.654,0.046,0.786,16.14%
"Frinhani, Carvalho & Soma\Random-800-800-6-8",506.3,0.500,609,609.630,0.044,0.500,20.28%,1.047,606,606.631,0.044,0.745,19.69%,0.858,606,606.631,0.044,0.732,19.69%,0.870,606,606.631,0.044,0.745,19.69%
"Frinhani, Carvalho & Soma\Random-800-800-6-9",506.3,0.425,584,584.640,0.043,0.425,15.35%,1.283,584,584.641,0.043,0.952,15.35%,0.856,584,584.640,0.043,0.722,15.35%,0.884,584,584.640,0.043,0.755,15.35%
"Frinhani, Carvalho & Soma\Random-800-800-8-1",599.6,0.593,700,700.662,0.075,0.593,16.74%,1.361,700,700.662,0.075,0.975,16.74%,1.039,700,700.662,0.075,0.909,16.74%,1.061,700,700.662,0.075,0.932,16.74%
"Frinhani, Carvalho & Soma\Random-800-800-8-10",599.6,0.707,704,704.665,0.074,0.707,17.41%,1.288,691,691.673,0.074,0.936,15.24%,1.068,691,691.673,0.074,0.936,15.24%,1.056,691,691.673,0.074,0.924,15.24%
"Frinhani, Carvalho & Soma\Random-800-800-8-2",599.6,0.559,714,714.665,0.077,0.559,19.08%,1.324,711,711.674,0.077,0.991,18.58%,1.096,711,711.674,0.077,0.967,18.58%,1.057,711,711.674,0.077,0.924,18.58%
"Frinhani, Carvalho & Soma\Random-800-800-8-3",599.6,0.589,703,703.670,0.078,0.589,17.24%,1.279,705,705.668,0.078,0.943,17.58%,1.087,703,703.670,0.078,0.946,17.24%,1.242,703,703.670,0.078,1.103,17.24%
"Frinhani, Carvalho & Soma\Random-800-800-8-4",599.6,0.599,695,695.675,0.076,0.599,15.91%,1.420,699,699.678,0.076,1.059,16.58%,1.109,695,695.675,0.076,0.981,15.91%,1.212,695,695.675,0.076,1.081,15.91%
"Frinhani, Carvalho & Soma\Random-800-800-8-5",599.6,0.537,708,708.665,0.080,0.537,18.08%,1.366,714,714.670,0.080,0.985,19.08%,1.154,708,708.665,0.080,0.940,18.08%,1.076,708,708.665,0.080,0.952,18.08%
"Frinhani, Carvalho & Soma\Random-800-800-8-6",599.6,0.530,700,700.674,0.076,0.530,16.74%,1.276,700,700.674,0.076,0.916,16.74%,1.204,700,700.674,0.076,1.037,16.74%,1.058,700,700.674,0.076,0.924,16.74%
"Frinhani, Carvalho & Soma\Random-800-800-8-7",599.6,0.690,701,701.667,0.076,0.690,16.91%,1.275,695,695.668,0.076,0.931,15.91%,1.143,695,695.668,0.076,1.017,15.91%,1.085,695,695.668,0.076,0.954,15.91%
"Frinhani, Carvalho & Soma\Random-800-800-8-8",599.6,0.563,700,700.658,0.075,0.563,16.74%,1.287,700,700.658,0.075,0.932,16.74%,1.089,700,700.658,0.075,0.961,16.74%,1.093,700,700.658,0.075,0.940,16.74%
"Frinhani, Carvalho & Soma\Random-800-800-8-9",599.6,0.544,709,709.657,0.074,0.544,18.25%,1.442,708,708.660,0.074,1.056,18.08%,1.118,708,708.660,0.074,0.975,18.08%,1.165,708,708.660,0.074,0.970,18.08%
